Gene,log2FC,AveExpr,t,P.Value,adj.P.Val,B
LPPR3,-2.310634765,-0.852265189,-18.28125752,3.49E-67,1.15E-66,141.7974885
RFTN2,-0.998507378,1.584383672,-18.28350888,3.38E-67,1.11E-66,141.6757874
RP11-333E1.1,-0.886949818,-0.58277868,-18.2843647,3.33E-67,1.10E-66,141.8280564
TFE3,-0.615847544,6.18131131,-18.28776836,3.17E-67,1.04E-66,141.3008797
MUM1,-0.647766289,5.01590573,-18.29346757,2.91E-67,9.58E-67,141.4200368
RP11-230C9.2,-1.225904521,-2.680752509,-18.29911261,2.68E-67,8.82E-67,142.1679615
TMPRSS5,-1.515398749,-2.032604761,-18.30130908,2.59E-67,8.53E-67,142.1642523
ATP8B2,-0.956221661,5.210896212,-18.30369081,2.50E-67,8.24E-67,141.5593569
PCDH11X,-2.026654061,-3.684442364,-18.3076934,2.36E-67,7.77E-67,142.3463071
CYP46A1,-1.210851041,-0.344795352,-18.30796226,2.35E-67,7.74E-67,142.1641922
FLJ27354,-0.957904839,-1.336218337,-18.30834099,2.34E-67,7.70E-67,142.2269465
NFKBIA,-1.024742183,7.61824691,-18.30897592,2.31E-67,7.63E-67,141.6353188
FKBP15,-0.600371139,5.808122754,-18.31085877,2.25E-67,7.42E-67,141.6451518
FAM95B1,-1.901327126,-1.363003546,-18.31128154,2.24E-67,7.37E-67,142.2720661
CTC-529I10.1,-1.399269879,-2.766206817,-18.31386606,2.15E-67,7.10E-67,142.3907286
SERPINB6,-0.898643898,6.485465241,-18.31405154,2.15E-67,7.08E-67,141.6914187
CMB9-55A18.1,-1.460209999,-3.09044756,-18.31755616,2.04E-67,6.72E-67,142.4623414
BCHE,-2.013611881,1.605460952,-18.31869087,2.00E-67,6.61E-67,142.1944904
PRKCZ,-0.988343536,5.320152029,-18.322601,1.89E-67,6.24E-67,141.8338537
DNAJC27,-0.592703624,2.618039604,-18.3233035,1.87E-67,6.18E-67,142.1581247
MAP4,-0.678867987,7.807999194,-18.32479139,1.83E-67,6.04E-67,141.8740419
PTOV1-AS2,-1.348768081,1.100328378,-18.32503607,1.82E-67,6.02E-67,142.3292044
RP11-274B21.10,-1.362141199,-1.247222357,-18.32571151,1.80E-67,5.96E-67,142.4786239
NFIX,-1.093693621,6.031343454,-18.32801137,1.74E-67,5.76E-67,141.8969819
RP11-823E8.3,-1.704921,-0.349588403,-18.33066074,1.68E-67,5.54E-67,142.5004101
RP13-735L24.1,-1.695993151,-1.583997505,-18.33180245,1.65E-67,5.45E-67,142.5890503
EDNRA,-1.236093639,4.360984889,-18.35069725,1.25E-67,4.12E-67,142.329133
SH3TC1,-1.174365729,4.577070252,-18.35268052,1.21E-67,4.00E-67,142.3347724
PCNX,-0.69583866,5.734351657,-18.35764895,1.12E-67,3.72E-67,142.3397799
SLC9A5,-1.284041794,1.314930046,-18.37023511,9.31E-68,3.09E-67,142.9824624
MICA,-0.925596687,4.098745569,-18.38306545,7.69E-68,2.55E-67,142.842098
SPATC1,-1.424923842,-1.940285555,-18.38449487,7.53E-68,2.50E-67,143.3907977
OGFR,-0.83599299,5.849660652,-18.38619324,7.34E-68,2.44E-67,142.7614187
MYO15A,-1.138356137,0.450247234,-18.3915985,6.78E-68,2.25E-67,143.3597123
PLXNA4,-1.534320552,1.871621269,-18.39181721,6.75E-68,2.24E-67,143.2540248
RP5-1171I10.5,-1.899523475,0.236436557,-18.39498658,6.44E-68,2.14E-67,143.4225482
AC007038.7,-1.345445416,-1.102550709,-18.40160929,5.84E-68,1.94E-67,143.5948392
RP11-426C22.5,-1.184697671,-1.275864752,-18.40189092,5.81E-68,1.93E-67,143.6094222
INO80D,-0.712917323,4.434335917,-18.40269826,5.74E-68,1.91E-67,143.092338
RAB28P5,-1.31155191,-2.476289067,-18.40580753,5.48E-68,1.82E-67,143.7371892
RP4-668J24.2,-1.765017187,-2.533501061,-18.41137394,5.05E-68,1.68E-67,143.8229179
CXCL12,-1.448268658,4.866770342,-18.41286285,4.94E-68,1.64E-67,143.2014674
MAPRE2,-0.853617418,5.255566513,-18.41711148,4.63E-68,1.54E-67,143.2391554
MIB2,-0.994923346,4.892245778,-18.42342797,4.22E-68,1.40E-67,143.3564393
RBM24,-1.848147838,-0.85778626,-18.42575471,4.07E-68,1.36E-67,143.93884
RP11-325K4.3,-1.392128389,-1.961207576,-18.42948346,3.85E-68,1.28E-67,144.0596714
CNR1,-2.143574869,1.554319913,-18.43305845,3.65E-68,1.22E-67,143.8953298
ETV1,-1.375305215,4.695227337,-18.43708131,3.44E-68,1.15E-67,143.5763501
RBM20,-1.669205358,-0.167805198,-18.43985166,3.30E-68,1.10E-67,144.1106188
RP11-468E2.5,-1.214801942,-1.612162098,-18.44253739,3.17E-68,1.06E-67,144.2331383
RP13-516M14.8,-1.513748243,0.349112149,-18.44432624,3.09E-68,1.03E-67,144.1488359
RP11-574K11.32,-1.1256688,1.787986827,-18.44438078,3.09E-68,1.03E-67,144.0427258
WNT2B,-1.569679559,3.045858592,-18.44748727,2.95E-68,9.84E-68,143.9465967
FCHSD2,-0.643454941,5.411463448,-18.44901076,2.88E-68,9.62E-68,143.7062747
APOBEC3A,-2.093514359,1.423178125,-18.45515064,2.63E-68,8.78E-68,144.2347743
PPAP2A,-0.891536918,5.02125328,-18.45690238,2.56E-68,8.56E-68,143.8447683
CSAD,-1.244294023,3.656069778,-18.45714847,2.55E-68,8.53E-68,144.0047777
GRM6,-1.647851363,-2.994686055,-18.45839167,2.50E-68,8.38E-68,144.5456761
RP11-394B2.1,-1.65670865,0.413277972,-18.46156333,2.39E-68,7.99E-68,144.4013222
EDN1,-1.518370662,4.137899732,-18.46281616,2.34E-68,7.85E-68,144.0221362
RP1-59D14.1,-2.411106616,-4.545922477,-18.46387136,2.31E-68,7.73E-68,144.7008886
HIPK4,-1.269027568,-2.721106255,-18.46582896,2.24E-68,7.50E-68,144.6418959
CPEB3,-0.762869025,2.432435809,-18.47180099,2.05E-68,6.87E-68,144.3842427
TMEM243,-0.918219056,4.410110393,-18.47841294,1.86E-68,6.22E-68,144.2209683
PLXND1,-1.036157419,7.081195381,-18.47923768,1.84E-68,6.15E-68,144.1523195
RP11-110I1.11,-1.335763831,-2.111105345,-18.48019883,1.81E-68,6.06E-68,144.8220889
VIPR2,-2.173135819,-1.793402693,-18.48067383,1.80E-68,6.02E-68,144.8108458
UBE2G2,-0.630193286,6.137778825,-18.48103171,1.79E-68,5.99E-68,144.1695162
HOXB-AS2,-1.674255079,-3.21568489,-18.48862224,1.60E-68,5.35E-68,145.0064772
TNNT3,-2.411080858,-1.235188586,-18.49962419,1.35E-68,4.54E-68,145.0597107
RP11-274B21.2,-1.081002673,3.085160186,-18.51342854,1.10E-68,3.70E-68,144.9230259
ZNF767P,-1.10425405,3.361524552,-18.51552241,1.07E-68,3.59E-68,144.9160653
HSD17B7P2,-1.079641828,1.192644745,-18.51761843,1.03E-68,3.48E-68,145.1829555
RP11-216L13.19,-1.376811846,0.234730815,-18.51787156,1.03E-68,3.47E-68,145.2499545
CD244,-1.333922785,0.581872035,-18.52038178,9.93E-69,3.34E-68,145.2666253
CTB-50E14.5,-0.959327675,0.128014127,-18.5297574,8.63E-69,2.90E-68,145.433022
ZNF676,-2.160956252,-2.966341555,-18.5318149,8.37E-69,2.82E-68,145.6368106
SPOCD1,-1.542341026,2.664100908,-18.53469272,8.01E-69,2.70E-68,145.2941017
RP11-352M15.2,-0.775376913,3.481197018,-18.53583259,7.88E-69,2.65E-68,145.2019314
HACD1,-1.465470192,2.038028145,-18.53842013,7.58E-69,2.55E-68,145.4187819
SYT11,-1.049694527,3.977209988,-18.53987716,7.42E-69,2.50E-68,145.191868
PPIEL,-1.500807505,-3.199843616,-18.54013271,7.39E-69,2.49E-68,145.7726428
CTD-2012K14.8,-1.201751838,-2.289116867,-18.54233244,7.15E-69,2.41E-68,145.7573272
NDNF,-2.437335115,4.347117339,-18.5475769,6.61E-69,2.23E-68,145.2592095
SPATA6L,-1.314900313,1.024050249,-18.54776688,6.59E-69,2.22E-68,145.6449731
ZNF580,-0.737677894,3.82979117,-18.54965966,6.41E-69,2.16E-68,145.3584158
LURAP1L,-1.060697735,3.908183513,-18.55028393,6.35E-69,2.14E-68,145.356711
ODF3B,-1.154095375,4.247921563,-18.55410953,5.99E-69,2.02E-68,145.3687067
MIR99AHG,-1.419021336,0.23287174,-18.55914657,5.56E-69,1.88E-68,145.8654862
PRTG,-1.867581486,1.169838284,-18.56335793,5.22E-69,1.76E-68,145.8668078
HSD17B4,-0.753454939,6.571286651,-18.56428216,5.15E-69,1.74E-68,145.4131983
SERINC1,-0.702856193,7.43806994,-18.56547024,5.06E-69,1.71E-68,145.4451491
SLC16A6,-1.202185404,1.90471663,-18.56767831,4.89E-69,1.65E-68,145.8684949
ASGR1,-1.092798076,0.870986003,-18.57059581,4.68E-69,1.58E-68,145.9964539
CPEB4,-0.874038952,5.177543314,-18.57250678,4.55E-69,1.54E-68,145.5583594
SPRY4-IT1,-1.811559599,-3.341563139,-18.57794768,4.20E-69,1.42E-68,146.3435743
FCRL1,-2.136451087,-0.601535202,-18.58080336,4.02E-69,1.36E-68,146.2331882
AC005253.2,-1.189176931,1.137213955,-18.58725945,3.65E-69,1.24E-68,146.2261149
ODAM,-2.666550833,-2.15939232,-18.58960536,3.52E-69,1.19E-68,146.4553034
TECPR1,-0.80780666,5.127174786,-18.5901931,3.49E-69,1.18E-68,145.8255314
SESTD1,-0.879957709,5.450392748,-18.59126442,3.44E-69,1.16E-68,145.8257655
ZNF442,-1.000706896,0.353296414,-18.59272379,3.36E-69,1.14E-68,146.3598312
RP11-430C7.5,-1.717013017,-1.020396036,-18.59565813,3.22E-69,1.09E-68,146.4789949
RP11-488L18.10,-1.093244665,2.609552936,-18.6033556,2.87E-69,9.72E-69,146.3257973
ZNF700,-0.786463299,3.776570301,-18.60629977,2.74E-69,9.31E-69,146.211993
RP11-455F5.6,-1.775957957,-2.220488691,-18.60773626,2.69E-69,9.11E-69,146.7294864
TRPC1,-1.073689582,2.20536716,-18.60937902,2.62E-69,8.89E-69,146.4610644
RP11-20I20.4,-1.735635576,-1.686077343,-18.61719213,2.33E-69,7.91E-69,146.8401959
SEMA6B,-1.180130938,3.348200922,-18.61727346,2.33E-69,7.91E-69,146.437118
SNX25,-1.079967783,4.521669165,-18.62378932,2.11E-69,7.17E-69,146.3783688
WDR37,-0.650865668,4.338707987,-18.62484271,2.08E-69,7.06E-69,146.4146768
RP11-359E3.4,-0.867937365,0.462650764,-18.62688369,2.02E-69,6.85E-69,146.8638582
NME8,-1.435253566,-2.326466021,-18.63270985,1.85E-69,6.28E-69,147.108562
ZNF493,-1.309285942,2.652657143,-18.63546442,1.77E-69,6.03E-69,146.8008155
NONOP2,-1.048631799,-0.021902796,-18.63548708,1.77E-69,6.03E-69,147.0197694
MINK1,-0.757982862,6.778362997,-18.63707325,1.73E-69,5.89E-69,146.5038523
TPST2,-0.751821806,5.434688823,-18.6389985,1.68E-69,5.72E-69,146.5402955
RP11-1191J2.5,-1.469072214,-1.960520684,-18.6455843,1.52E-69,5.19E-69,147.2805701
FAM160A2,-0.649948638,5.052766322,-18.649324,1.44E-69,4.91E-69,146.7147309
PCSK5,-1.293141945,3.526696772,-18.66101601,1.21E-69,4.12E-69,147.0664646
RP11-479G22.8,-1.059881888,1.423957014,-18.66113652,1.21E-69,4.11E-69,147.3084809
TMEM119,-1.421036077,4.518423518,-18.66860694,1.08E-69,3.68E-69,147.0496783
NCAM2,-1.628842314,2.102417432,-18.67560617,9.70E-70,3.31E-69,147.4628338
LINC00950,-1.471736619,0.104414853,-18.67600059,9.64E-70,3.30E-69,147.6194091
TMEM140,-0.757783506,4.661400334,-18.67889014,9.23E-70,3.16E-69,147.1893006
LA16c-358B7.3,-1.324834267,1.984917441,-18.67961787,9.13E-70,3.12E-69,147.5347492
RP11-23N2.4,-1.421234141,-2.179308763,-18.68081992,8.97E-70,3.07E-69,147.820241
GPC5,-2.318135427,-1.313106449,-18.68423479,8.52E-70,2.91E-69,147.8212
TBXAS1,-1.204384033,4.300671046,-18.68971525,7.85E-70,2.69E-69,147.3907675
PLXDC2,-1.112376916,6.237381964,-18.69023492,7.78E-70,2.67E-69,147.2955458
ZCCHC18,-1.23965466,-1.070977858,-18.69115006,7.68E-70,2.63E-69,147.910438
PRR33,-1.750582655,-1.389388634,-18.69234755,7.54E-70,2.58E-69,147.947255
TFPI,-1.628730219,6.438990487,-18.69236156,7.54E-70,2.58E-69,147.3284698
NPIPB4,-1.240834612,3.163309934,-18.69520677,7.22E-70,2.48E-69,147.6297079
SYN3,-1.991054896,-1.585235208,-18.70013292,6.71E-70,2.30E-69,148.0754703
CTA-363E6.6,-1.879496565,-3.067285551,-18.70099956,6.62E-70,2.27E-69,148.1695572
ATP8A1,-1.6813789,4.603188581,-18.70421134,6.31E-70,2.16E-69,147.5746523
MAPK11,-1.118977775,3.450075632,-18.70628337,6.12E-70,2.10E-69,147.7558197
RP3-416H24.1,-2.577273326,1.214362578,-18.70781226,5.98E-70,2.05E-69,148.0243956
ADGRA1,-2.223263324,-3.795286651,-18.70856486,5.91E-70,2.03E-69,148.3182275
RP4-717I23.3,-1.237442416,2.931766799,-18.72395867,4.69E-70,1.61E-69,148.0918441
TTBK2,-0.779131747,4.091075837,-18.72541704,4.59E-70,1.58E-69,147.9528776
SRGAP2B,-0.783914175,4.562023061,-18.735104,3.96E-70,1.36E-69,148.0424389
RP11-1280N14.3,-2.051196739,-0.717424755,-18.74870619,3.23E-70,1.11E-69,148.7531547
TTLL10,-2.111165176,-0.863718922,-18.74968248,3.18E-70,1.09E-69,148.7761202
ATP6V1G2,-1.095974994,-0.87625643,-18.75033216,3.15E-70,1.08E-69,148.7865949
CPA3,-1.859025699,3.976843569,-18.75060782,3.14E-70,1.08E-69,148.3465121
CTD-2135D7.2,-1.601547514,-2.82926236,-18.75220491,3.06E-70,1.05E-69,148.9251662
RASAL2,-0.80641395,5.187875001,-18.75459827,2.96E-70,1.02E-69,148.285484
CORO7,-0.806667882,5.229988659,-18.75616121,2.89E-70,9.94E-70,148.3066757
AC096772.6,-0.727735872,1.611871579,-18.75770919,2.82E-70,9.71E-70,148.740847
FAS,-1.186827941,4.370137658,-18.76087063,2.69E-70,9.27E-70,148.4505228
KIF21B,-1.271031062,3.455098174,-18.76465333,2.54E-70,8.76E-70,148.6313934
HOXA-AS2,-1.366322525,1.751487878,-18.76586482,2.49E-70,8.60E-70,148.8509208
FCRL6,-1.537105545,0.079329136,-18.76590497,2.49E-70,8.60E-70,148.9692149
CR1,-1.766791387,2.380274984,-18.76720064,2.44E-70,8.43E-70,148.8075227
RP11-2E11.9,-1.137850378,-1.41138549,-18.76722956,2.44E-70,8.43E-70,149.0717721
RTEL1-TNFRSF6B,-1.419759854,3.300805576,-18.77089159,2.31E-70,7.98E-70,148.7468462
TCEAL4,-0.745677563,5.944510625,-18.77875562,2.05E-70,7.09E-70,148.6254241
HERC2P2,-1.509732849,5.293900328,-18.78119147,1.98E-70,6.84E-70,148.6796705
RP1-20N2.8,-1.323186669,-2.142690282,-18.78196675,1.96E-70,6.76E-70,149.3352389
AP001062.7,-1.061756784,2.01357806,-18.78640336,1.83E-70,6.33E-70,149.1345877
KLF13,-0.945518448,6.641427457,-18.78708159,1.81E-70,6.26E-70,148.7528014
CRIP2,-1.472530314,6.26814968,-18.78739645,1.80E-70,6.24E-70,148.7546615
CTD-3131K8.2,-0.899809525,-1.132685265,-18.78780414,1.79E-70,6.20E-70,149.3643952
CRHBP,-1.476822602,-2.403568747,-18.79139451,1.70E-70,5.87E-70,149.4911879
VAMP1,-1.132963404,3.197717461,-18.79356063,1.64E-70,5.69E-70,149.1019204
ITK,-1.5346949,2.758227548,-18.80012422,1.49E-70,5.15E-70,149.258221
RGL3,-2.16742113,3.170883288,-18.80124033,1.46E-70,5.07E-70,149.2211076
CYP2C8,-1.814946751,-1.880911956,-18.8038358,1.41E-70,4.88E-70,149.6491396
ULK4P1,-2.055822599,-2.211119371,-18.80720942,1.34E-70,4.64E-70,149.7183932
CTGF,-1.430173643,7.215424576,-18.80814979,1.32E-70,4.57E-70,149.0786741
RP11-274B21.4,-1.131227668,1.025583557,-18.81048066,1.27E-70,4.41E-70,149.5803797
STX3,-0.734055822,5.620137297,-18.81301153,1.23E-70,4.25E-70,149.1462618
AC063976.7,-1.708715463,-2.412856392,-18.8184049,1.13E-70,3.92E-70,149.8977337
CTD-2353F22.2,-2.010343061,-1.963604461,-18.82047091,1.10E-70,3.80E-70,149.9039957
IL33,-1.705441398,4.18193462,-18.82276757,1.06E-70,3.67E-70,149.4044708
RP11-755F10.3,-1.549614832,-3.173487949,-18.82556982,1.01E-70,3.52E-70,150.0447224
AK1,-1.16562209,5.287234287,-18.83178367,9.23E-71,3.21E-70,149.441353
PIAS1,-0.561810043,5.45125118,-18.84128966,8.00E-71,2.78E-70,149.577473
RP11-122K13.12,-1.37084623,-1.210240018,-18.84674748,7.36E-71,2.56E-70,150.2556189
CLASP2,-0.581369555,5.056532513,-18.85472558,6.53E-71,2.27E-70,149.8001398
RP11-45A17.2,-1.144616449,-2.606787457,-18.86022039,6.01E-71,2.09E-70,150.5373316
HCG4P11,-2.008291978,-1.431789207,-18.86407299,5.67E-71,1.97E-70,150.5295945
EFHC1,-0.981276066,3.907738398,-18.8676161,5.37E-71,1.87E-70,150.1169034
TEKT3,-1.667356494,-1.771931464,-18.8703458,5.16E-71,1.80E-70,150.643881
TLCD2,-0.964301107,3.395912324,-18.87036629,5.15E-71,1.80E-70,150.2309502
PTGER1,-1.880093732,-1.291038954,-18.87241237,5.00E-71,1.74E-70,150.6469565
NRROS,-1.057354956,2.969205323,-18.8748782,4.81E-71,1.68E-70,150.3571466
SELPLG,-1.239441036,4.840267346,-18.88573037,4.09E-71,1.43E-70,150.2836087
RP3-449M8.9,-1.476561234,-3.039520323,-18.89164791,3.74E-71,1.30E-70,151.0329551
RP11-66N24.4,-1.285667729,1.682860258,-18.89215757,3.71E-71,1.30E-70,150.7582996
RP11-182N22.9,-1.63125055,-2.624958309,-18.89251461,3.69E-71,1.29E-70,151.0248406
ZNF175,-0.874289575,2.732654479,-18.89590221,3.50E-71,1.22E-70,150.7042955
RP11-147L13.15,-0.976099688,1.342387685,-18.8968632,3.45E-71,1.21E-70,150.8578128
TPGS1,-1.065156764,1.775072168,-18.89775026,3.41E-71,1.19E-70,150.8343427
TPSB2,-2.032912256,4.746163548,-18.8997217,3.31E-71,1.16E-70,150.5028032
RRN3P3,-0.697370648,1.935897333,-18.90000918,3.29E-71,1.15E-70,150.8532567
RP11-180N14.1,-1.630380959,-2.964133937,-18.90394308,3.10E-71,1.09E-70,151.2145316
RP11-574K11.24,-1.189036804,1.665744379,-18.90499709,3.05E-71,1.07E-70,150.9535269
SLC25A37,-1.218751887,5.775957813,-18.92132366,2.38E-71,8.36E-71,150.7760448
TRGC2,-1.660477836,1.094141255,-18.92956845,2.10E-71,7.38E-71,151.3703132
FAM212B-AS1,-1.335905473,-1.204701105,-18.93412178,1.96E-71,6.89E-71,151.5726583
GPSM3,-1.109063181,4.888227474,-18.93458196,1.95E-71,6.84E-71,151.0173297
NNAT,-1.297353598,-0.617194114,-18.93968797,1.81E-71,6.34E-71,151.6231281
ZRSR2,-0.680667345,3.478763101,-18.94639772,1.63E-71,5.73E-71,151.3669699
DPY19L2,-1.709077101,0.23299418,-18.94683777,1.62E-71,5.69E-71,151.6863753
RP11-106M3.3,-1.221361393,0.700106627,-18.9478352,1.60E-71,5.61E-71,151.6733879
CAMK1,-0.879138935,3.67278029,-18.94815192,1.59E-71,5.58E-71,151.365863
CAPRIN2,-0.946524895,4.210599902,-18.94871049,1.57E-71,5.53E-71,151.300801
RPL5P30,-1.229238175,-1.996991515,-18.95072918,1.53E-71,5.37E-71,151.8692259
RP4-530I15.9,-1.813768986,-0.867894884,-18.95550276,1.42E-71,4.99E-71,151.8760168
GUCY1B3,-0.977691368,4.100502087,-18.95550632,1.42E-71,4.99E-71,151.4177149
GRAMD2,-1.657146151,3.205573934,-18.96443446,1.24E-71,4.36E-71,151.6777802
DMXL2,-0.880744305,4.955834646,-18.97215922,1.10E-71,3.88E-71,151.580339
DTHD1,-2.173505516,0.078265398,-18.97333715,1.08E-71,3.81E-71,152.0952798
NRIP2,-0.832312546,0.957716452,-18.97494419,1.06E-71,3.72E-71,152.0657723
AC015971.2,-1.697161959,-2.13482163,-18.97594945,1.04E-71,3.67E-71,152.2579438
MMP23A,-1.639917686,1.690138015,-18.97609857,1.04E-71,3.66E-71,152.0254942
PLCD4,-0.775929078,1.213878093,-18.97929991,9.91E-72,3.49E-71,152.1129629
CACNB4,-1.556241957,1.015099499,-18.98466065,9.13E-72,3.22E-71,152.2086655
RP11-797A18.5,-1.642138143,-2.094562341,-18.98708959,8.80E-72,3.10E-71,152.4241373
BRICD5,-1.440964078,1.251265798,-18.9962833,7.66E-72,2.70E-71,152.3670464
CLK3,-0.67221431,5.601555187,-19.00313421,6.90E-72,2.43E-71,152.0171344
RGL1,-0.990867802,5.090746478,-19.01516829,5.75E-72,2.03E-71,152.2222599
DCDC2B,-2.401576422,-1.628689613,-19.01665225,5.62E-72,1.98E-71,152.8450207
RP11-981P6.1,-1.385197024,-1.581402216,-19.01834577,5.48E-72,1.93E-71,152.8679228
AP001055.6,-1.16712272,-1.806920194,-19.01953577,5.38E-72,1.90E-71,152.8988733
RP11-66N24.3,-1.468925271,2.701036098,-19.0207655,5.28E-72,1.87E-71,152.595797
TPPP3,-1.795111234,4.545008037,-19.02161623,5.21E-72,1.84E-71,152.3655741
C17orf82,-1.485239055,-0.659562484,-19.02730424,4.78E-72,1.69E-71,152.9504409
OSBPL5,-0.982563187,4.601439762,-19.03449495,4.29E-72,1.52E-71,152.5549709
RP11-588K22.2,-1.095689601,3.43148863,-19.03462169,4.28E-72,1.51E-71,152.7088721
AP001062.8,-2.076716942,-3.045605948,-19.03917756,3.99E-72,1.41E-71,153.2620067
CEBPE,-1.603921611,-2.769212381,-19.0427024,3.78E-72,1.34E-71,153.3015294
C1orf168,-2.370238425,-0.431229342,-19.04836091,3.47E-72,1.23E-71,153.2572237
JUN,-1.144438598,7.621118142,-19.04942676,3.42E-72,1.21E-71,152.7322786
U47924.32,-1.567389893,-3.100885584,-19.05023585,3.37E-72,1.20E-71,153.4321963
RP11-73M18.10,-1.105831085,-0.108173576,-19.05094173,3.34E-72,1.18E-71,153.279736
NOTCH1,-1.09114385,6.160190582,-19.05240466,3.26E-72,1.16E-71,152.7569305
ATP6V0A1,-0.726538007,5.969632896,-19.05722193,3.03E-72,1.08E-71,152.8306779
OGT,-1.07711157,7.297080121,-19.05933139,2.94E-72,1.04E-71,152.8755313
GGA2,-0.658656456,6.758091464,-19.06336192,2.76E-72,9.81E-72,152.9276208
C22orf15,-2.075013341,-1.401467794,-19.06473446,2.71E-72,9.61E-72,153.5601683
CTB-33O18.3,-1.342670141,-3.101510601,-19.06792845,2.58E-72,9.16E-72,153.7002888
ADGB,-2.888628812,-2.453440886,-19.06876286,2.55E-72,9.05E-72,153.6800042
RALGAPA2,-1.067284937,5.955044265,-19.07430434,2.34E-72,8.32E-72,153.0899683
RBPMS-AS1,-1.656730777,0.092131354,-19.07469573,2.33E-72,8.27E-72,153.629444
FLJ26850,-1.854356345,-3.420286273,-19.07927098,2.17E-72,7.72E-72,153.8875253
FAM47E,-1.556114714,0.755894398,-19.07948451,2.16E-72,7.70E-72,153.6628717
RP11-288H12.3,-1.237221198,0.994609096,-19.08324976,2.04E-72,7.27E-72,153.7037205
DGKD,-1.063717499,5.476628484,-19.08743744,1.92E-72,6.83E-72,153.29932
ANO6,-0.777046527,6.373962213,-19.08804207,1.90E-72,6.77E-72,153.29839
C1QTNF1,-1.39550067,4.667409821,-19.09522632,1.70E-72,6.07E-72,153.4699019
NPIPA2,-2.311053575,-2.581838133,-19.09527648,1.70E-72,6.06E-72,154.0887737
GUSBP9,-1.627643987,-0.933614077,-19.09798516,1.63E-72,5.82E-72,154.0373218
YPEL2,-0.867811168,4.488578231,-19.10281176,1.52E-72,5.41E-72,153.6032809
KDM6B,-0.945275465,5.783622631,-19.10937096,1.37E-72,4.90E-72,153.6245294
MYL5,-0.961619,2.638835425,-19.1223959,1.13E-72,4.02E-72,154.1451063
IL15,-1.105868924,2.421253067,-19.12458462,1.09E-72,3.89E-72,154.2033716
SCAI,-0.812869863,3.606835656,-19.12788717,1.04E-72,3.70E-72,154.099529
NFAT5,-0.884897667,5.377723972,-19.12912175,1.02E-72,3.63E-72,153.936457
IGFBP6,-1.732157375,3.327508975,-19.13428525,9.39E-73,3.36E-72,154.2361837
CH507-396I9.6,-2.608814345,-1.397264054,-19.13542486,9.23E-73,3.30E-72,154.6327016
SOCS3,-1.290766033,7.22252863,-19.13611898,9.13E-73,3.27E-72,154.0402515
PHYHD1,-1.709208916,3.111639143,-19.14638579,7.81E-73,2.79E-72,154.4496974
YPEL3,-0.985677997,5.550150462,-19.14744979,7.68E-73,2.75E-72,154.2088507
TUBE1,-0.756523197,3.424003298,-19.1513419,7.24E-73,2.59E-72,154.482043
ETS2,-1.077695141,7.47709207,-19.15144536,7.23E-73,2.59E-72,154.2785577
RP11-752L20.3,-1.412019599,0.726263105,-19.15924902,6.42E-73,2.30E-72,154.876371
IL10RA,-1.246844336,5.018400642,-19.15946909,6.40E-73,2.29E-72,154.4177694
XXbac-BPG299F13.14,-1.669024066,-2.9952046,-19.16448848,5.92E-73,2.12E-72,155.160664
SPG20,-0.810302341,5.428335654,-19.16509551,5.87E-73,2.10E-72,154.4815616
RP11-23J9.5,-1.370909747,-0.626302288,-19.1677153,5.64E-73,2.02E-72,155.0795643
RP11-350N15.4,-2.128691433,-2.244345547,-19.16899469,5.53E-73,1.98E-72,155.1905469
ARHGAP24,-1.034858498,4.000851058,-19.17025973,5.43E-73,1.95E-72,154.6887342
RP11-326C3.11,-1.169777721,-0.654707448,-19.17071983,5.39E-73,1.93E-72,155.126802
FLJ33360,-1.890644347,-2.523816287,-19.17146093,5.33E-73,1.91E-72,155.2428301
CTC-429P9.5,-1.239114371,-2.45718459,-19.17522165,5.03E-73,1.81E-72,155.2965391
C2CD2L,-0.724836637,4.244284487,-19.17985959,4.69E-73,1.68E-72,154.8032271
RP11-39H3.2,-1.739343601,-3.034490386,-19.18082262,4.62E-73,1.66E-72,155.4109425
FCGRT,-0.983474306,7.028560225,-19.18527884,4.31E-73,1.55E-72,154.784793
NEBL,-1.302804117,5.665395228,-19.1884876,4.11E-73,1.48E-72,154.8303349
FAM78A,-1.077094333,3.157371773,-19.18887841,4.08E-73,1.47E-72,155.0901415
MEF2D,-0.755768674,6.241651854,-19.19210166,3.89E-73,1.40E-72,154.8802456
GHR,-1.930627919,1.946775695,-19.19249071,3.86E-73,1.39E-72,155.2854572
NCALD,-1.271303247,4.104026275,-19.19917349,3.49E-73,1.26E-72,155.1152314
FIGN,-1.670113998,1.609853445,-19.20606417,3.14E-73,1.13E-72,155.5228947
RP3-368A4.6,-1.29829274,2.022827408,-19.21453112,2.76E-73,9.94E-73,155.6137306
C1QTNF5,-1.034562158,4.048255491,-19.21986993,2.54E-73,9.17E-73,155.4379846
ARAP1,-0.734682353,7.043337343,-19.22447989,2.37E-73,8.55E-73,155.3823575
TPSD1,-2.717034774,-0.517854915,-19.22824763,2.24E-73,8.07E-73,155.9952854
TSSK3,-1.590702748,-0.935616787,-19.22916241,2.21E-73,7.96E-73,156.0321919
RP11-333E1.2,-1.407704402,-2.927389267,-19.23046946,2.16E-73,7.81E-73,156.1613028
WFIKKN1,-1.607952975,-0.124145712,-19.23200568,2.11E-73,7.63E-73,156.032355
